district,type,state,nces_id,team_name,project_count,assigned_manager
Abc Unified,Regular school,CA,60162000005,Luminary,3,Anthony Reid
Columbia 93,Regular school,MO,290100000300,Odyssey,1,Eric Rose
Houston Isd,Regular school,TX,482364002445,Endeavor,1,Dennis Meyer
Elk Grove Unified,Regular school,CA,61233011061,Apex,2,Michael Massey
Morgan County,Regular school,AL,10248001046,Horizon,1,Mathew Clarke
Portland Sd 1J,Regular school,OR,411004000901,Luminary,1,Jordan Walker
Richland 01,Regular school,SC,450336000907,Apex,3,Candice Ramos
Columbia Heights Public School Dist,Alternative Education School,MN,270951004971,Odyssey,1,Erika Stewart
Newcomerstown Exempted Village,Regular school,OH,390455402272,Luminary,1,Brandon Berry
Hacienda La Puente Unified,Alternative Education School,CA,61632502069,Luminary,2,Brandon Berry
Irvington Union Free School District,Regular school,NY,361545001314,Genesis,3,Stephanie Arroyo
Charleston 01,Regular school,SC,450144000227,Luminary,3,Brandon Berry
David Douglas Sd 40,Regular school,OR,410394001035,Apex,1,Gregory Ruiz
Evergreen Local,Regular school,OH,390470502761,Luminary,3,Andrew Woodward
Jackson,Alternative Education School,FL,120096007112,Apex,1,Samantha Jackson
San Francisco Unified,Regular school,CA,63441005613,Apex,3,Matthew King
Albany City Unified,Regular school,CA,60186007937,Genesis,2,Jacqueline Barnes
Lawrence,Regular school,MA,250666001945,Luminary,1,Tina Johnson
Moffat County School District Re: No. 1,Regular school,CO,80573000981,Luminary,2,Tina Johnson
Lake Region Union Elementary Middle School District,Regular school,VT,500043600163,Apex,1,Candice Ramos
Murray County,Regular school,GA,130384001381,Apex,2,Emily Levy
Morris Central School District,Regular school,NY,361986001816,Apex,1,Emily Levy
Tippecanoe Valley School Corp,Regular school,IN,181137001836,Apex,1,Benjamin Mcneil
Toledo City,Regular school,OH,390449001828,Luminary,1,Amanda Becker
North Fond Du Lac School District,Regular school,WI,551074002531,Luminary,3,Jason Owen
Cajon Valley Union,Regular school,CA,60681007655,Genesis,1,Nancy Carroll
Hamilton City,Regular school,OH,390441001037,Odyssey,3,Sean Green
Triumph Public High Schools-Lubbock,Alternative Education School,TX,480014208326,Apex,3,Henry Gordon
Lamar Cisd,Regular school,TX,482658013802,Luminary,1,Anthony Reid
Wilson Central School District,Regular school,NY,363156004221,Luminary,3,Anthony Reid
Kelseyville Unified,Regular school,CA,61932009382,Luminary,3,Andrew Woodward
City Of Chicago Sd 299,Regular school,IL,170993000822,Apex,1,Brian Lowe
North Attleborough,Regular school,MA,250873001207,Genesis,3,Stephanie Arroyo
East Greenwich,Regular school,RI,440030000086,Genesis,1,Nancy Carroll
Oskaloosa Public Schools,Regular school,KS,201032000670,Apex,1,Samantha Jackson
Broward,Regular school,FL,120018002542,Genesis,3,Paul Perry
Newaygo Public School District,Regular school,MI,262532006190,Apex,1,Emily Levy
Arapahoe Public Schools,Regular school,NE,310309000026,Genesis,3,Cynthia Oliver
Brookhaven School Dist,Career and Technical School,MS,280084000093,Odyssey,2,Valerie Morales
Xenia Community City,Regular school,OH,390451502054,Apex,2,Deborah Bell
Mesa County Valley School District No. 51,Regular school,CO,80435000610,Odyssey,1,Valerie Morales
Copperas Cove Isd,Regular school,TX,481524001034,Odyssey,1,Sean Green
Bridgeport-Spaulding Community School District,Regular school,MI,260678004279,Endeavor,2,Dennis Meyer
Winter School District,Regular school,WI,551686002315,Apex,2,Henry Gordon
Arlington Isd,Regular school,TX,480870006352,Apex,1,Gregory Ruiz
Crawford County Community Sch Corp,Regular school,IN,180244000283,Odyssey,2,Steven Lamb
Montello School District,Regular school,WI,550987003016,Luminary,3,Jason Owen
Minneapolis Public School District,Alternative Education School,MN,272124002862,Apex,3,Henry Gordon
Wilmington City,Regular school,OH,390451102017,Horizon,1,Raven Bowman
Hubbard Isd,Alternative Education School,TX,482370011150,Apex,3,Matthew King
Puyallup School District,Regular school,WA,530696002809,Apex,1,Benjamin Mcneil
Forest Grove Sd 15,Regular school,OR,410516001187,Luminary,3,Jackson Martinez
Dallas Isd,Regular school,TX,481623007254,Luminary,3,Anthony Reid
Pioneer Valley Chinese Immersion Charter (District),Regular school,MA,250051702619,Luminary,2,Jackson Martinez
Montgomery County Public Schools,Regular school,MD,240048001122,Apex,3,Candice Ramos
Utica Community Schools,Regular school,MI,263447007021,Genesis,2,Larry Howard
Jefferson Parish,Regular school,LA,220084001965,Genesis,1,Paul Perry
Fayetteville School District,Regular school,AR,50612000229,Apex,1,Brian Lowe
Bradford,Regular school,FL,120012003677,Luminary,2,Tina Johnson
Portage Community School District,Regular school,WI,551206002419,Luminary,1,Tina Johnson
Adelanto Elementary,Regular school,CA,60171013994,Apex,3,Benjamin Mcneil
Fowler School District No. R4J,Regular school,CO,80411000568,Horizon,1,Raven Bowman
Jerome Joint District,Special education school,ID,160159000289,Luminary,3,Jordan Walker
Detroit Public Schools Community District,Career and Technical School,MI,260110300748,Luminary,1,Jason Owen
Poughkeepsie City School District,Regular school,NY,362376003307,Apex,1,Candice Ramos
Fitchburg,Regular school,MA,250489001523,Endeavor,3,Laura Callahan
Blue Valley,Regular school,KS,201200000033,Horizon,2,Hayden Mills
Oakridge Public Schools,Regular school,MI,262622006278,Luminary,2,Catherine Wood
Epic Blended Learning Charter,Regular school,OK,400080002865,Genesis,3,Nancy Carroll
North Clackamas Sd 12,Regular school,OR,410883001775,Luminary,2,Brandon Berry
Jasper City,Regular school,AL,10189000674,Genesis,1,Stephanie Arroyo
Antioch Charter Academy Ii District,Regular school,CA,60182211984,Odyssey,2,Jacob Key
Dallas Isd,Regular school,TX,481623001321,Endeavor,3,Stacey Mays
Valley Mills Isd,Alternative Education School,TX,484376010452,Odyssey,2,Steven Lamb
Cleveland Municipal,Regular school,OH,390437800515,Endeavor,3,Morgan Ramirez
Los Angeles Unified,Regular school,CA,62271002947,Odyssey,1,Valerie Morales
Citrus,Regular school,FL,120027002493,Luminary,1,Sharon Coleman
Lincoln County School District,Regular school,NV,320027000410,Luminary,2,Brandon Berry
Lighthouse Academy,Alternative Education School,MI,260094907848,Odyssey,1,Tony Hoffman
Utica Community Schools,Regular school,MI,263447007009,Apex,1,Samantha Jackson
Miami-Dade,Regular school,FL,120039005913,Horizon,1,Timothy Allen
San Antonio Isd,Regular school,TX,483873013563,Luminary,2,Catherine Wood
Bandera Isd,Regular school,TX,480936000394,Apex,2,Samantha Jackson
Nashua School District,Regular school,NH,330498000325,Luminary,1,Brandon Berry
Jefferson County,Regular school,KY,210299000683,Endeavor,2,Stacey Mays
Polk,Alternative Education School,FL,120159007992,Apex,2,Emily Levy
Kings Local,Regular school,OH,390504305862,Endeavor,3,Randy Chavez
Dekalb County,Regular school,GA,130174004159,Odyssey,1,Steven Lamb
Two Dimensions Preparatory Academy,Regular school,TX,480006909665,Horizon,2,Nathan Medina
Beaumont Isd,Regular school,TX,480967012433,Genesis,1,Larry Howard
Bangor Public Schools (Van Buren),Regular school,MI,260387004072,Horizon,2,Jared Hernandez
Wichita,Regular school,KS,201299000113,Luminary,3,Jordan Walker
Pacific View Charter District,Regular school,CA,60153708313,Apex,2,Samantha Jackson
Caddo Parish,Regular school,LA,220030000195,Genesis,2,Stephanie Arroyo
Corning Union Elementary,Alternative Education School,CA,60978007459,Horizon,1,Amy Carter
Malone Isd,Regular school,TX,482880003260,Genesis,2,Cynthia Oliver
Division Of Youth Service,Regular school,MO,290000901215,Endeavor,3,Mackenzie Rice
Orange,Alternative Education School,FL,120144007942,Genesis,1,Larry Howard
Westby K-12 Schools,Regular school,MT,302773000770,Apex,2,Brian Lowe
Iberville Parish,Regular school,LA,220075000550,Apex,2,Brian Lowe
Vernon Township School District,Regular school,NJ,341671006009,Apex,1,Candice Ramos
Laramie County School District #1,Regular school,WY,560198000098,Luminary,1,Brandon Berry
Wilson Sd,Regular school,PA,422658006980,Luminary,3,Anthony Reid
Eden Prairie Public School District,Regular school,MN,271422003620,Horizon,2,Raven Bowman
Chesterfield Co Pblc Schs,Regular school,VA,510084000328,Genesis,2,Paul Perry
Idaho Falls District,Regular school,ID,160153000264,Endeavor,1,Dennis Meyer
Manatee,Regular school,FL,120123001223,Endeavor,3,Tiffany Nash
Shirley School District,Regular school,AR,51242001000,Horizon,3,Mathew Clarke
Houston Isd,Special education school,TX,482364007018,Luminary,1,Jackson Martinez
Johnson County,Regular school,TN,470216000698,Apex,1,Candice Ramos
Belfry K-12 Schools,Regular school,MT,300327000042,Genesis,3,Paul Perry
New Brunswick School District,Regular school,NJ,341122003462,Luminary,3,Jordan Walker
Chesapeake City Pblc Schs,Regular school,VA,510081000313,Luminary,3,Anthony Reid
Kipp Minnesota Charter School,Regular school,MN,270030804244,Odyssey,2,Sean Green
Benchmark School Inc. (10972),Regular school,AZ,40018101889,Genesis,3,Paul Perry
Miami-Dade,Regular school,FL,120039000540,Genesis,3,Stephanie Arroyo
New Lebanon Central School District,Regular school,NY,362043001887,Odyssey,2,Eileen Williams
Bibb County,Regular school,GA,130042002234,Luminary,3,Jackson Martinez
Champaign Cusd 4,Regular school,IL,170942000543,Endeavor,1,Dennis Meyer
Hamblen County,Regular school,TN,470000101937,Apex,2,Samantha Jackson
Monterey County Office Of Education,Alternative Education School,CA,69102109234,Odyssey,2,Troy Collins
Bay,Regular school,FL,120009000052,Genesis,2,Stephanie Arroyo
Wylie Isd,Regular school,TX,484650014007,Genesis,2,Nancy Carroll
Smith-Green Community Schools,Regular school,IN,181023001638,Odyssey,1,Tony Hoffman
Greenville 01,Regular school,SC,450231000492,Luminary,2,Jordan Walker
Sabinal Isd,Regular school,TX,483843006780,Apex,1,Gregory Ruiz
Barbers Hill Isd,Regular school,TX,480945013042,Luminary,2,Jordan Walker
M S D Wabash County Schools,Regular school,IN,181218002178,Apex,1,Deborah Bell
Tangipahoa Parish,Regular school,LA,220168001309,Apex,1,Matthew King
St. Bernard Parish,Regular school,LA,220141002449,Apex,2,Michael Massey
Orange,Regular school,FL,120144005638,Apex,2,Michael Massey
West Feliciana Parish,Regular school,LA,220198001474,Odyssey,2,Karla Henson
Baltimore County Public Schools,Alternative Education School,MD,240012001756,Luminary,3,Anthony Reid
Humboldt County School District,Regular school,NV,320021000416,Horizon,1,Nathan Medina
Southern School District 1,Regular school,NE,317718001632,Genesis,2,Dana Gray
Abbotsford School District,Regular school,WI,550003000002,Luminary,2,Catherine Wood
Fairfax Co Pblc Schs,Regular school,VA,510126002531,Genesis,1,Larry Howard
Lake,Regular school,FL,120105003595,Luminary,3,Amanda Becker
Teton County School District #1,Regular school,WY,560583000289,Apex,2,Michael Massey
Oconee 01,Regular school,SC,450306000832,Odyssey,1,Steven Lamb
Montrose County School District Re-1J,Regular school,CO,80579000987,Apex,2,Brian Lowe
Wisconsin Department Of Health Services,Alternative Education School,WI,550003602080,Luminary,1,Jackson Martinez
Chandler Unified District #80 (4242),Regular school,AZ,40187001359,Genesis,2,Larry Howard
Round Rock Isd,Regular school,TX,483808004247,Horizon,1,Nathan Medina
Longview School District,Special education school,WA,530447002118,Endeavor,3,Bobby Curry
Brookline School District,Regular school,NH,330207000031,Apex,1,Samantha Jackson
Puerto Rico Department Of Education,Regular school,PR,720003001781,Endeavor,1,Randy Chavez
Condon Sd 25J,Regular school,OR,410333000346,Luminary,2,Brandon Berry
Kearney R-I,Regular school,MO,291645001434,Luminary,3,Jordan Walker
Scottsboro City,Regular school,AL,10294001145,Horizon,2,Jared Hernandez
Jefferson County North,Regular school,KS,201302000664,Odyssey,3,Karla Henson
Magnolia Isd,Regular school,TX,482874003256,Genesis,3,Dana Gray
Cross County School District,Regular school,AR,50774001509,Genesis,1,Debra Smith
Burlington Comm School District,Regular school,IA,190579000190,Luminary,2,Amanda Becker
Fort Worth Isd,Regular school,TX,481970012309,Endeavor,2,Bobby Curry
Kershaw 01,Career and Technical School,SC,450255000669,Endeavor,1,Laura Callahan
Tomball Isd,Regular school,TX,484296013654,Apex,3,Henry Gordon
Ctc Of Lackawanna County,Career and Technical School,PA,428026009930,Luminary,3,Jason Owen
Glen Rose Isd,Regular school,TX,482085005478,Genesis,2,Paul Perry
Ferguson-Florissant R-Ii,Regular school,MO,291201000466,Odyssey,3,Tony Hoffman
Clark County,Regular school,KY,210120002405,Horizon,1,Hayden Mills
Poway Unified,Regular school,CA,63153007679,Odyssey,1,Erika Stewart
Calvert County Public Schools,Regular school,MD,240015001505,Luminary,1,Brandon Berry
Manatee,Alternative Education School,FL,120123001839,Horizon,1,Raven Bowman
Franklin Pierce School District,Alternative Education School,WA,530294001769,Endeavor,1,Laura Callahan
New York City Geographic District # 2,Regular school,NY,360007701297,Genesis,1,Dana Gray
Atlanta Public Schools,Regular school,GA,130012004174,Apex,2,Michael Massey
Cusd 300,Regular school,IL,170855000490,Odyssey,3,Karla Henson
Halfway R-Iii,Regular school,MO,291353000575,Genesis,3,Cynthia Oliver
Faribault Public School District,Regular school,MN,271176002675,Luminary,1,Amanda Becker
Cobre Consolidated Schools,Regular school,NM,350060000228,Genesis,1,Larry Howard
Orange Unified,Regular school,CA,62865004455,Luminary,2,Amanda Becker
Indianapolis Public Schools,Regular school,IN,180477001426,Odyssey,2,Erika Stewart
Rosedale Union Elementary,Regular school,CA,63348005174,Odyssey,2,Steven Lamb
Rockwood R-Vi,Regular school,MO,292685000706,Odyssey,2,Tony Hoffman
Morrisville Borough Sd,Regular school,PA,421590007587,Luminary,3,Jason Owen
Lindsay Unified,Regular school,CA,62187014391,Genesis,2,Stephanie Arroyo
Attleboro,Regular school,MA,250219000097,Apex,2,Matthew King
Johnston County Public Schools,Regular school,NC,370237002322,Luminary,3,Sharon Coleman
Mechanicsburg Exempted Village,Regular school,OH,390454802234,Endeavor,3,Dennis Meyer
New York City Geographic District #11,Regular school,NY,360008806217,Horizon,1,Timothy Allen
Gaston County Schools,Regular school,NC,370162003433,Endeavor,2,Joshua Grant
Aliquippa Sd,Regular school,PA,420213007336,Genesis,2,Alexander Harmon
Clark County School District,Alternative Education School,NV,320006000787,Endeavor,2,Morgan Ramirez
Boone County,Regular school,KY,210051001608,Luminary,1,Brandon Berry
Montgomery County Public Schools,Regular school,MD,240048000806,Luminary,3,Sharon Coleman
Wake County Schools,Regular school,NC,370472002559,Endeavor,3,Joshua Grant
Portsmouth City Pblc Schs,Regular school,VA,510300002829,Genesis,2,Mary Castro
West Sioux Comm School District,Regular school,IA,193129001821,Luminary,1,Jackson Martinez
Licking R-Viii,Regular school,MO,291860001014,Luminary,3,Andrew Woodward
Alma School District,Regular school,AR,50225000003,Luminary,3,Anthony Reid
Omaha Public Schools,Regular school,NE,317482001352,Apex,3,Henry Gordon
Weber District,Regular school,UT,490120000616,Luminary,2,Jordan Walker
Caddo Mills Isd,Regular school,TX,481239000732,Odyssey,3,Erika Stewart
Garden Grove Unified,Regular school,CA,61488001887,Luminary,2,Andrew Woodward
City Of Bogalusa School District,Regular school,LA,220024002371,Luminary,1,Jason Owen
Chandler Unified District #80 (4242),Regular school,AZ,40187002806,Endeavor,3,Bobby Curry
Henry County,Regular school,GA,130282001213,Genesis,2,Stephanie Arroyo
Beatrice Public Schools,Regular school,NE,310360000058,Horizon,2,Amy Carter
Snowflake Unified District (4391),Regular school,AZ,40782000696,Luminary,1,Jackson Martinez
Providence,Regular school,RI,440090000227,Endeavor,1,Mackenzie Rice
Lincoln County School District #2,Regular school,WY,560406000203,Luminary,3,Anthony Reid
Hilmar Unified,Regular school,CA,61722002178,Genesis,3,Cynthia Oliver
East Valley Institute Of Technology (4516),Career and Technical School,AZ,40973102458,Apex,2,Samantha Jackson
Boston,Regular school,MA,250279001902,Luminary,1,Sharon Coleman
Azusa Unified,Regular school,CA,60360000285,Odyssey,1,Karla Henson
Montgomery County,Regular school,AL,10243001458,Luminary,2,Jackson Martinez
Covington Independent,Regular school,KY,210135001944,Endeavor,3,Bobby Curry
Orange,Regular school,FL,120144007743,Odyssey,2,Eileen Williams
Darby K-12 Schools,Regular school,MT,300828000238,Endeavor,1,Joshua Grant
Lake Elsinore Unified,Regular school,CA,60002710280,Endeavor,2,Connor Banks
Modesto City Elementary,Regular school,CA,62513003728,Odyssey,2,Jacob Key
Rowan-Salisbury Schools,Regular school,NC,370405002249,Odyssey,3,Karla Henson
Fountain School District No. 8 In The County Of El Paso An,Regular school,CO,80408006481,Luminary,3,Jason Owen
Hudson City,Regular school,OH,390500203804,Luminary,1,Sharon Coleman
Escambia,Regular school,FL,120051000801,Luminary,2,Andrew Woodward
Emporia,Regular school,KS,200594000227,Genesis,1,Dana Gray
Cache,Regular school,OK,400612029646,Luminary,3,Jordan Walker
Bethel Local,Regular school,OH,390486104327,Luminary,1,Amanda Becker
Indian River,Special education school,FL,120093002073,Apex,1,Samantha Jackson
Pittsburg School District,Regular school,NH,330570000528,Luminary,2,Catherine Wood
St. Joseph,Regular school,MO,292706001644,Luminary,2,Jackson Martinez
Mahomet-Seymour Cusd 3,Regular school,IL,172406002627,Luminary,1,Jason Owen
Conroe Isd,Regular school,TX,481500012065,Luminary,1,Andrew Woodward
Ramsay Elem,Regular school,MT,302185001058,Luminary,3,Jason Owen
United Isd,Alternative Education School,TX,484365013466,Endeavor,3,Morgan Ramirez
West Covina Unified,Alternative Education School,CA,64200014238,Luminary,1,Jason Owen
Bay Shore Union Free School District,Regular school,NY,360408000169,Genesis,3,Paul Perry
Hobbs Municipal Schools,Regular school,NM,350126000345,Odyssey,1,Sean Green
Coffee County,Regular school,AL,10081001748,Genesis,1,Cynthia Oliver
Greenport Union Free School District,Regular school,NY,361284001054,Luminary,2,Jordan Walker
East Millinocket Public Schools,Regular school,ME,230528000133,Apex,3,Michael Massey
Mckinney Isd,Regular school,TX,482985006300,Luminary,2,Jordan Walker
Plano Isd,Alternative Education School,TX,483510010511,Genesis,3,Alexander Harmon
Cleveland Municipal,Regular school,OH,390437805917,Horizon,3,Timothy Allen
Omaha Public Schools,Alternative Education School,NE,317482002272,Luminary,3,Tina Johnson
Corunna Public Schools,Regular school,MI,261086008582,Genesis,1,Mary Castro
Riddle Sd 70,Regular school,OR,411053000324,Luminary,1,Anthony Reid
Cahokia Cusd 187,Regular school,IL,170804006709,Apex,1,Deborah Bell
Fresno Unified,Regular school,CA,61455001778,Horizon,3,Timothy Allen
D'Hanis Isd,Regular school,TX,481614001195,Endeavor,3,Bobby Curry
Duval,Regular school,FL,120048000679,Luminary,3,Sharon Coleman
Commack Union Free School District,Regular school,NY,360813000577,Endeavor,1,Joshua Grant
Albany City School District,Regular school,NY,360246000028,Odyssey,2,Valerie Morales
Bonneville Joint District,Regular school,ID,160093000670,Endeavor,2,Joshua Grant
Fairbanks North Star Borough School District,Regular school,AK,20060000271,Apex,1,Samantha Jackson
Arlington School District 38-1,Regular school,SD,460372000022,Apex,3,Benjamin Mcneil
Gadsden,Regular school,FL,120060002822,Endeavor,1,Mackenzie Rice
Wausau School District,Regular school,WI,551590002063,Genesis,2,Debra Smith
Va Beach City Pblc Schs,Alternative Education School,VA,510384002822,Odyssey,1,Troy Collins
Obion County,Regular school,TN,470327001925,Luminary,1,Tina Johnson
The Net 2 Charter High School,Regular school,LA,220029302439,Luminary,3,Jackson Martinez
Harrisburg City Sd,Regular school,PA,421158007485,Apex,1,Deborah Bell
Coweta County,Regular school,GA,130150000208,Luminary,3,Brandon Berry
San Diego Unified,Regular school,CA,63432005532,Apex,1,Deborah Bell
Missoula Elem,Regular school,MT,301857000570,Apex,1,Michael Massey
Ouachita Parish,Regular school,LA,220120001014,Endeavor,2,Dennis Meyer
Murphysboro Cusd 186,Regular school,IL,172761002926,Odyssey,3,Sean Green
Boston,Regular school,MA,250279000339,Apex,1,Deborah Bell
Snowflake Unified District (4391),Regular school,AZ,40782000695,Luminary,3,Jackson Martinez
Gooding Joint District,Regular school,ID,160126000223,Odyssey,2,Jacob Key
Almond Acres Charter Academy District,Regular school,CA,60194313176,Genesis,3,Jacqueline Barnes
Torrance Unified,Regular school,CA,63942013629,Luminary,3,Catherine Wood
Pharr-San Juan-Alamo Isd,Regular school,TX,483486007653,Luminary,3,Amanda Becker
Council District,Regular school,ID,160084000163,Genesis,1,Cynthia Oliver
Cumberland Academy,Regular school,TX,480003413330,Apex,1,Deborah Bell
Oceanside Unified,Regular school,CA,62825004362,Genesis,2,Alexander Harmon
Lakota Local,Regular school,OH,390461100450,Apex,3,Matthew King
Skamania School District,Regular school,WA,530795001319,Apex,1,Gregory Ruiz
Cherry Creek School District No. 5 In The County Of Arapah,Regular school,CO,80291001671,Apex,3,Deborah Bell
Burlington Area School District,Regular school,WI,550189000243,Luminary,2,Amanda Becker
Laramie County School District #1,Regular school,WY,560198000100,Genesis,3,Larry Howard
Eugene Sd 4J,Regular school,OR,410474000533,Luminary,2,Tina Johnson
Jordan District,Regular school,UT,490042001480,Genesis,3,Alexander Harmon
Fulton County,Regular school,GA,130228000988,Odyssey,1,Jacob Key
Wisconsin Department Of Health Services,Alternative Education School,WI,550003602122,Luminary,3,Anthony Reid
Seattle School District No. 1,Regular school,WA,530771001251,Luminary,2,Catherine Wood
Seeley Union Elementary,Regular school,CA,63621006180,Luminary,1,Catherine Wood
Worcester,Regular school,MA,251323002245,Genesis,3,Stephanie Arroyo
Caldwell County Schools,Regular school,NC,370058000233,Apex,2,Candice Ramos
Williamsburg-James City Pblc Schs,Regular school,VA,510402003054,Endeavor,2,Mackenzie Rice
Somerset County Public Schools,Regular school,MD,240057001742,Genesis,1,Larry Howard
Woodlynne School District,Regular school,NJ,341827001700,Apex,2,Matthew King
Mesa Unified District (4235),Regular school,AZ,40497000389,Luminary,2,Jason Owen
Morgan County Schools,Regular school,WV,540099000909,Luminary,2,Andrew Woodward
Plumas Unified,Regular school,CA,63117004818,Endeavor,1,Morgan Ramirez
Cherokee 01,Regular school,SC,450150000282,Luminary,2,Amanda Becker
San Jose Unified,Regular school,CA,63459005738,Luminary,3,Brandon Berry
Timberlane Regional School District,Regular school,NH,330672000436,Luminary,1,Jordan Walker
Minnesota Department Of Corrections,Alternative Education School,MN,270027203324,Genesis,2,Larry Howard
Coupeville School District,Regular school,WA,530180003350,Genesis,1,Larry Howard
Gwinnett County,Regular school,GA,130255001139,Apex,3,Michael Massey
Grants Pass Sd 7,Regular school,OR,410591000460,Apex,1,Brian Lowe
Lafayette Parish,Regular school,LA,220087000672,Genesis,3,Cynthia Oliver
Dyersburg,Regular school,TN,470108000346,Luminary,3,Brandon Berry
Cedar Bluffs Public Schools,Regular school,NE,310487000126,Odyssey,2,Jacob Key
Rock Valley Comm School District,Regular school,IA,192466001414,Genesis,1,Cynthia Oliver
Monroe Local,Regular school,OH,390009405926,Genesis,2,Mary Castro
Philadelphia City Sd,Regular school,PA,421899007661,Luminary,1,Sharon Coleman
New York City Geographic District #30,Regular school,NY,360010202544,Apex,2,Benjamin Mcneil
Cumberland County Schools,Regular school,NC,370001102120,Odyssey,3,Sean Green
Tekonsha Community Schools,Regular school,MI,263375006922,Luminary,2,Andrew Woodward
Anderson 01,Regular school,SC,450078000067,Genesis,2,Paul Perry
Owego-Apalachin Central School District,Regular school,NY,362217003136,Horizon,1,Timothy Allen
Nashville School District,Regular school,AR,51038000758,Apex,1,Michael Massey
Holcomb R-Iii,Regular school,MO,291446000677,Apex,3,Candice Ramos
Port Aransas Isd,Regular school,TX,483537003996,Luminary,3,Jordan Walker
South Koochiching School District,Regular school,MN,273270001945,Luminary,2,Jordan Walker
Alief Isd,Regular school,TX,480783004182,Luminary,3,Catherine Wood
Cambria Heights Sd,Regular school,PA,420474005212,Apex,1,Candice Ramos
Oceanside Unified,Regular school,CA,62825011922,Genesis,3,Nancy Carroll
Garland Isd,Regular school,TX,482034010591,Endeavor,1,Randy Chavez
Robinson Isd,Regular school,TX,483741004200,Luminary,3,Sharon Coleman
Houston Isd,Regular school,TX,482364002464,Luminary,1,Catherine Wood
Prince George'S County Public Schools,Alternative Education School,MD,240051001463,Odyssey,1,Eric Rose
Orange Board Of Education School District,Alternative Education School,NJ,341227003217,Genesis,1,Alexander Harmon
Rosedale Union Elementary,Regular school,CA,63348007102,Odyssey,2,Troy Collins
Lincoln County Sd,Regular school,OR,410750000655,Endeavor,2,Connor Banks
Glens Falls City School District,Regular school,NY,361224000981,Luminary,3,Amanda Becker
Douglas County School District No. Re 1,Regular school,CO,80345006690,Luminary,1,Tina Johnson
Lee,Regular school,FL,120108002075,Apex,3,Brian Lowe
New York City Geographic District #26,Regular school,NY,360009901919,Genesis,1,Debra Smith
Wilson County Schools,Regular school,NC,370502002010,Genesis,3,Nancy Carroll
Darlington 01,Regular school,SC,450186000370,Luminary,3,Tina Johnson
Los Angeles Unified,Regular school,CA,62271003161,Luminary,1,Sharon Coleman
American Samoa Department Of Education,Regular school,AS,600003000031,Endeavor,1,Morgan Ramirez
Berkley School District,Regular school,MI,260501004190,Luminary,1,Amanda Becker
Pivot Charter School North Valley Ii District,Regular school,CA,60154914363,Luminary,2,Andrew Woodward
Los Angeles Unified,Regular school,CA,62271011652,Luminary,2,Jackson Martinez
Anne Arundel County Public Schools,Career and Technical School,MD,240006000906,Apex,2,Henry Gordon
Alpine District,Alternative Education School,UT,490003001435,Genesis,1,Alexander Harmon
Elkhart Isd,Regular school,TX,481839012739,Odyssey,2,Eileen Williams
Chesterfield Co Pblc Schs,Regular school,VA,510084000320,Luminary,1,Jackson Martinez
Booker T. Washington Academy District,Regular school,CT,90021701750,Apex,3,Candice Ramos
Lake Superior Public School Dist.,Regular school,MN,274074001699,Luminary,2,Brandon Berry
Hiawatha Academies,Regular school,MN,270028804599,Odyssey,3,Erika Stewart
Bridge Preparatory Charter School,Regular school,NY,360121306694,Apex,2,Samantha Jackson
Greencastle Community School Corp,Regular school,IN,180399000690,Odyssey,3,Erika Stewart
Brecksville-Broadview Heights City,Regular school,OH,390436405995,Luminary,1,Andrew Woodward
Caldwell Isd,Regular school,TX,481246000740,Horizon,3,Jared Hernandez
Dimmitt Isd,Regular school,TX,481716001489,Apex,2,Deborah Bell
Caldwell County Schools,Regular school,NC,370058000238,Apex,3,Deborah Bell
Clark County School District,Regular school,NV,320006000051,Odyssey,1,Eileen Williams
Springfield,Regular school,MA,251113002600,Apex,3,Deborah Bell
M S D Pike Township,Regular school,IN,180891001488,Luminary,1,Catherine Wood
District Of Columbia Public Schools,Regular school,DC,110003000064,Apex,2,Emily Levy
Northside Isd,Alternative Education School,TX,483312003032,Luminary,2,Amanda Becker
Helena Elem,Regular school,MT,300000500506,Genesis,3,Mary Castro
Topsfield,Regular school,MA,251167001928,Apex,3,Samantha Jackson
Norfolk City Pblc Schs,Regular school,VA,510267001088,Endeavor,1,Randy Chavez
Ingenuity Prep Pcs,Regular school,DC,110009000460,Apex,1,Matthew King
Gilmer County Schools,Regular school,WV,540033001521,Luminary,2,Brandon Berry
Eagle Mt-Saginaw Isd,Regular school,TX,481770011034,Luminary,2,Amanda Becker
Appleton Area School District,Regular school,WI,550039002880,Genesis,3,Debra Smith
York Public Schools,Regular school,NE,317905001919,Luminary,1,Catherine Wood
Forest City Comm School District,Regular school,IA,191179000717,Luminary,3,Tina Johnson
Dade County,Regular school,GA,130159000778,Horizon,1,Mathew Clarke
Wake County Schools,Regular school,NC,370472002810,Luminary,1,Jordan Walker
Butte County Office Of Education,Special education school,CA,69100214445,Endeavor,1,Bobby Curry
Decatur City,Regular school,AL,10117001728,Genesis,1,Mary Castro
Isle Of Wight Co Pblc Schs,Regular school,VA,510201000876,Horizon,1,Nathan Medina
Los Angeles Unified,Regular school,CA,62271003179,Endeavor,2,Stacey Mays
George Gervin Academy,Alternative Education School,TX,480001407174,Luminary,2,Amanda Becker
Effingham County,Regular school,GA,130198001597,Apex,2,Emily Levy
Nash-Rocky Mount Schools,Regular school,NC,370327000752,Luminary,3,Andrew Woodward
